59399241,/shop/59399241,邂逅丽江斑鱼火锅,145,上海餐厅,人民广场,火锅,,021-63339711 021-63339733,准五星商户,8.8,9.0,8.7,邂逅丽江活斑鱼 咸蛋黄年糕 鲜虾滑 云南野生鸡枞菌 手工四色面 鸡枞菌 炸鱼柳 云南野生鲜竹荪 特色爽脆鱼皮 玫瑰猪颈肉 大连鸟贝 红糖糍粑 邂逅麻椒鸡 云南野生老人头 云南桃花酿 云南油炸豆皮 邂逅丽江鱼片 云南酸菜凉米粉 云南鲜花饼 云南野菜拼盘 云南玫瑰酿 澳洲肥牛 云南野生猴头菇 斑鱼丸 邂逅丽江野生菌拼盘 特色蘸料 丽江红心土豆 大连海鲜巨无霸 原味斑鱼锅底 芭乐汁 云南酸菜冷米线 云南玫瑰饼 凉拌鱼皮 玫瑰松板肉 邂逅丽江活斑鱼锅底 桃花酒 邂逅椒麻鸡 沙茶酱 精品羔羊肉 娃娃菜,80,60,353,1364,2349,回头客(127) 有表演(97) 干净卫生(156) 肉类好(718) 朋友聚餐(83) 工作餐(36) 现做现卖(36) 请客(28) 文艺清新(20) 深夜食堂(15)
76948242,/shop/76948242,炉得香果木北京烤鸭火锅,100,上海餐厅,市北工业园/汶水路,火锅,,021-66551777 ,准五星商户,8.6,8.1,8.1,烤鸭 秘制烤鸭酱 酸萝卜炖鸭架锅 青甘蔗水 咸蛋黄年糕 鲜虾滑 纯味鸭血 红糖糍粑 巴掌嫩牛肉 云南鲜豆皮 秘制牛舌 银耳羹 卤水拼盘 芭比肥牛 顶级午餐肉 炸豆皮 自制酥肉 菌菇拼盘 鸭架汤锅底 上脑雪花肥牛 凉拌鱼皮 招牌功夫嫩鸡 卤鸭头 鸭肠 小番茄 炉得香堂吃烤鸭 绣球菌 云南油炸豆皮 攀枝花青皮甘蔗汁 招牌毛肚 烤鸭调料 川北凉粉 去骨乌鸡爪 黄瓜丝 片皮鸭包饼(一鸭两吃) 片皮鸭 牛羊拼盘 千层肚 蔬菜拼盘 包饼,40,19,103,351,468,回头客(33) 干净卫生(29) 牛肉赞(67) 高大上(4) 菜品不错(238) 味道赞(283) 分量足(22) 朋友聚餐(15) 家庭聚餐(13) 深夜食堂(8)
13784786,/shop/13784786,莫尔顿海鲜牛排坊,756,上海餐厅,音乐学院,西餐,,021-60677888 ,五星商户,8.9,9.1,9.1,卡郡肉眼牛排 龙虾汤 餐前大面包 半打生蚝 莫尔顿上等T骨牛排 巧克力熔岩蛋糕 蟹饼 慢炖小牛排 西冷和牛 魔鬼虾 凯撒色拉 珍宝蟹饼 松露珀尔马干酪炸薯条 炒菌菇 莫尔顿招牌色拉 奶油蛤蜊汤 炉烤芦笋 带骨牛柳 烤龙虾意面 帝王蟹 三文鱼配西兰花 火烈鸟 带骨牛眼 黑松露芝士薯条 至尊海鲜拼盘 亚历山大虾 鲜且菠菜沙拉 配菜 鹅肝酱 纽约西冷牛排 纽约芝士蛋糕 烤波士顿龙虾 金枪鱼塔塔 招牌牛肉汉堡 香烤芦笋配黑醋汁 鲜虾沙拉 配菜土豆泥 贝隆生蚝 蔓越莓汁 龙虾意大利面,34,33,193,730,1276,回头客(80) 干净卫生(20) 海鲜棒(105) 牛肉赞(302) 高大上(87) 点心好(354) 工作餐(142) 请客(32) 下午茶(29) 朋友聚餐(17) 文艺清新(12)
22798132,/shop/22798132,烧肉达人,147,上海餐厅,新天地,日本菜,,021-63318828 ,五星商户,9.1,9.1,9.1,顶级松阪猪 玫瑰牛舌 牛组合 秘制牛五花 芝士牛肉石锅 奶油金针菇锡箔烧 山贼鸡腿肉 石烧抹茶冰淇淋 芝士土豆泥 起司牛肉石锅拌饭 石烧香草冰淇淋 起司马铃薯烧 山贼鸡心 极品厚切牛舌 凯撒色拉 牛肉赤身肉 原味可尔必思 西柚可尔必思 双拼牛小排 香菇锡箔烧 上等盐烤厚片牛舌 烟熏果木牛小排 芥末章鱼 杏鲍菇锡纸烧 烤玉米 黑糖糯米饼 照烧羊腿肉 三味牛舌 玉米锡纸烧 牛组合套餐 手打年糕 肋上牛小排 黄金奶香虾仁石锅拌饭 凤梨冰淇淋 石锅味增牛肉拌饭 鸡腿肉三拼 大腹牛小排 祥王牛小排 海带汤 精选小牛排,40,42,224,1299,2477,回头客(146) 干净卫生(168) 牛肉赞(355) 主食赞(158) 高大上(33) 工作餐(140) 朋友聚餐(51) 请客(28) 文艺清新(10) 下午茶(9)
