66191084,/shop/66191084,捞王锅物料理,137,上海餐厅,淮海路,火锅,,021-64160256 ,五星商户,9.1,9.1,9.0,猪肚鸡 皇上皇腊味煲仔饭 爆浆虾丸 胡椒猪肚鸡 炸豆皮 甘蔗马蹄水 雪花肥牛 浓情竹笙 活体菌菇 牛舌 上脑牛肉 油条 澳洲和牛 猪肚鸡汤锅 娃娃菜 玫瑰鲷鱼片 香煎午餐肉 墨鱼丸 虾丸 古法桂花酸梅汤 手切豆皮 猪肚煲 玫瑰雪花牛舌 菌菇拼盘 竹笙鲜虾卷 绣球豆腐 海鲜拼盘 乾絲干貝滑 雪花牛肉 太极锅 澳洲筛子牛肉 精选羊肉卷 山药 鲜活牛肉丸 黑鱼 雪花猪肉 酸梅汤 玉米 秋葵 卤豆腐,44,17,66,478,2253
19291562,/shop/19291562,顺风港湾,186,上海餐厅,淮海路,本帮江浙菜,,021-53867567 ,五星商户,9.0,9.2,8.6,爆浆榴莲 黄鱼馄饨 熏鱼 乳鸽 红烧肉 东北大拉皮 血糯凤梨 响油鳝糊 法式蜗牛 臭豆腐 松子桂鱼 虾饺 金网脆虾肠粉 芝士海鲜土豆泥 糖醋小排 黄鱼春卷 荠菜黄鱼羹 葱姜蟹 本帮油爆虾 顺风红烧肉 炝腰花 顺风炒饭 本帮熏鱼 海鲜冬瓜盅 草头圈子 蒜蓉开背虾 流沙包 蟹粉豆腐 白斩鸡 顺风乳鸽 黄鱼煨面 龙井虾仁 海蜇头 虾仁藕饼 干煎带鱼 大閘蟹年糕 叉烧酥 黑椒牛肉粒 生滚海鲜粥 一斤狮子头,46,30,182,1103,2417
4017154,/shop/4017154,海底捞火锅,133,上海餐厅,打浦桥,火锅,,021-53960357 021-53960367,五星商户,8.7,8.8,9.1,鲜虾滑 功夫面 肥牛 翡翠墨鱼滑 金针菇 墨鱼滑 捞血旺 番茄锅底 滑牛 生态毛肚 猪脑 虾滑 羊肉 鸭血 番茄锅 炸豆皮 鸭肠 娃娃菜 鲜虾丸 藕片 酸菜鱼锅底 蟹黄墨鱼滑 鱼豆腐 豆花 虾丸 黄喉 番茄鸳鸯锅底 午餐肉 雪花牛肉 澳洲肥牛 冻豆腐 鹅肠 魔芋丝 山药 蛋饺 捞派特制滑牛 秘制羊肉 捞面 蟹肉棒 爆米花,108,104,641,2859,4706
21303576,/shop/21303576,纯味斑鱼府,156,上海餐厅,八佰伴,火锅,,021-58926197 ,五星商户,9.2,8.8,9.0,斑鱼片 凉拌鱼皮 野生菌菇拼盘 金桔柠檬汁 面条 海鲜拼盘 雪花肥牛 招牌活斑鱼 麻椒鸡 爽脆斑鱼皮 生蚝 竹笙 鸟贝 海螺片 菌类拼盘 斑鱼锅底 刀削面 鸡枞菌 调料 羊肉 绣球菌 牛肉 牛肝菌 赤贝 虾滑 鲍鱼 手擀面 手打鲜虾滑 蘑菇大拼盘 姜蓉蘸料 大海虾，红里螺 大对虾 泡椒鱼肚 海参 野菜拼盆 温伴鸟贝 时蔬拼盘 扇贝肉 小米椒 特色蚬子滑,56,34,235,1440,3816
6140602,/shop/6140602,鮨一,1754,上海餐厅,复兴西路/丁香花园,日本菜,,021-54111713 ,五星商户,9.2,9.1,9.3,刺身 牡丹虾寿司 toro寿司 金枪鱼大脂 鳗鱼寿司 海胆 煎鹅肝 鱼籽 抹茶冰激凌 金枪鱼 寿司 海胆鲑鱼子拌饭 鮟鱇鱼肝 松茸海鲜汤 海胆鱼子饭 南瓜布丁 鱼籽海胆饭 鲜活北极贝 炙烤大脂寿司 香菇鲍鱼金箔汤 甜品 章鱼 比目鱼寿司 玉子烧 南瓜泥 握寿司 おまかせ 獭祭 北海道生鲜 苹果酒 海鲜饭 味增汤 先付 布丁  toro寿司 碳烤帝王蟹 鲍鱼四吃 明虾寿司 星鳗寿司 芝麻冰淇淋,20,14,48,193,605
73426297,/shop/73426297,TheFeisity 费斯缇地中海餐厅,117,上海餐厅,龙华,西餐,,021-61208321 ,准五星商户,8.5,9.0,8.9,薯条 奶油培根意面 牛油果大虾藜麦色拉 西班牙野猪肉披萨 肉酱意大利面 西班牙猪肋排 新西兰牛里脊意面 海鲜意面 巧克力熔岩蛋糕 南瓜汤 培根汉堡 玛格丽特披萨 肉酱焗薯碗 奶茶 牛油果藜麦色拉 帕尔玛火腿披萨 拿铁 肉眼 炸鱼薯条 拿破仑 海鲜拼盘 西班牙海鲜烩饭 玉米片 安格拉斯牛排 黑胡椒牛里脊意面 鲷鱼 蜜桃伯爵茶 长岛冰茶 马提尼 素食者披萨 芝士蛋糕 伯爵红茶 肉酱饭 泰式牛里脊色拉 提拉米苏 拿破仑蛋糕 安格斯肉眼牛排 阿芙佳朵 果汁 披萨双拼,4,2,13,51,235
75195702,/shop/75195702,付二娘美蛙鱼头,115,上海餐厅,曹家渡,火锅,,021-62880286 ,五星商户,9.0,8.6,8.9,特色美蛙 空运毛肚 鹅肠 美蛙鱼头 酥肉 红糖糍粑 雪花肥牛 黄喉 鸭血 虾滑 脑花 唯怡豆奶 牛蛙 牛眼肉 麻辣鲶鱼 鸭肠 腰片 大虾 牛羊拼盘 冰粉 炸豆皮 美蛙鱼头锅底 AAA羔羊卷 牛舌 芝士丸 豆酥 肉加沙 鴨血 蟹黄包 酒酿圆子 毛肚 牛百叶 菌菇拼盘 菌菇鸳鸯锅 特色冰粉 花菜 鸭舌 芝心贡丸 香油 蛋酥,8,8,30,97,406
37765452,/shop/37765452,花隐日式怀石料理,347,上海餐厅,五角场/大学区,日本菜,,021-65382117 021-65381928,五星商户,9.0,9.2,9.0,岩烧雪花牛小排 牡丹鲑鱼腩佐牛油果慕 鹅肝 石锅松露牛肉汤 鲑鱼炊饭 松茸牛肉汤 金海胆 香煎比目鱼沙拉 骰子牛舌 北海道红豆拿铁 刺身荟萃 缤纷刺身 榴莲坚果慕斯 辛口鳕鱼西京烧 牛尾汤 柠檬紫罗兰沙瓦 人生四味 小羊排 海鲜鲜蔬沙拉 臻享刺身荟萃 雪山酸乳酪 炭烤鲍鱼 宇治抹茶红豆冰 羊排 霜降和牛 雪山酸乳酪布蕾 黑鲔腩 提拉米苏 人生四位 珍选原块鹅肝佐慕斯 牡丹鲑鱼腩佐牛油果慕斯 海鲜茶汤土瓶蒸 鳕鱼 和风薄切生牛肉沙拉 鲜鲍岩板烧 牡丹鲑鱼腩佐牛油 雪山布雷 太妃冰咖啡 海螺 鱼籽牛舌菇,29,26,154,624,4681
66325361,/shop/66325361,左庭右院鲜牛肉火锅,125,上海餐厅,八佰伴,火锅,,021-68902782 ,五星商户,9.0,8.9,8.8,吊龙 炸腐皮 招牌牛骨清汤锅 嫩肉 牛舌 双丸拼盘 黑毛肚 匙皮肉 牛杂鸳鸯锅底 沙茶酱 牛肉丸 特色牛腩鸳鸯锅 牛筋丸 肥胼 牛肉饼 匙柄 自助酱料 五花腱 薏米马蹄水 胸口朥 虾滑 脚趾肉 竹笙 娃娃菜 雪花 厚百叶 牛百叶 普宁炸豆腐 芝士年糕 自制冻豆腐 五香牛肉 潮汕粿条 老油条 芝心年糕 牛肉馄饨 菌菇拼盘 冰草 自制鱼饺 金龙背筋 牛杂锅,13,11,60,294,1050
9964442,/shop/9964442,重庆高老九火锅,129,上海餐厅,人民广场,火锅,,021-63339799 021-63339779,五星商户,9.0,8.8,8.8,一品嫩鲶鱼 鹅肠 四喜锅 毛肚 鸭血 火锅经典 虾滑组合 芝士丸 鸳鸯锅底 嫩牛肉 肥牛 金针菇 酸梅汤 肥羊 大刀牛肝 美味鸭胗花 牛肉 西瓜桃太郎 腰片 娃娃菜 牛蛙 炸豆皮 特色美蛙 高钙羊肉 虾滑 红糖糍粑 大道牛肝 香蕉飞饼 猪脑 小捆牛肉 重庆女儿菜 重庆鲜毛肚 竹荪 热气羊肉 冻豆腐 酥肉 热气牛肉 重庆宽粉条 鸭肠 牛舌,260,303,1840,6483,13471
