18526090,/shop/18526090,八道湾热气羊肉羊蝎子火锅,人均:111,上海美食,火锅,浦东新区,,021-58567321 ,准五星商户,口味:8.5,环境:8.2,服务:8.4
27421074,/shop/27421074,新上海,人均:123,上海美食,本帮江浙菜,卢湾区,,021-60938197 ,准五星商户,口味:8.5,环境:8.4,服务:8.4
2785468,/shop/2785468,Lingo西餐厅,人均:156,上海美食,西餐,黄浦区,,021-63345066 ,四星商户,口味:7.6,环境:8.3,服务:8.4
