
,,2017-03-03,北京,91.95097,长沙,86.24089,深圳,91.840576,合肥,83.37127,沈阳,87.797165,贵阳,75.268745,武汉,85.69242,兰州,74.30947,南京,95.0,济南,89.71198,呼和浩特,79.802086,成都,84.12505,杭州,89.56267,南宁,79.70017,昆明,79.79165,长春,83.71995,重庆,77.681404,乌鲁木齐,78.357254,南昌,84.219,厦门,89.88454,石家庄,82.2589,天津,89.4426,郑州,87.42066,太原,79.92558,哈尔滨,82.6577,西安,85.789474,上海,92.40482
,,2017-03-02,武汉,85.878914,南昌,82.66962,北京,92.0514,西安,85.83932,太原,78.3176,广州,91.52817,乌鲁木齐,79.75118,天津,89.58974,厦门,88.842445,兰州,73.93525,石家庄,82.795105,上海,92.26389,大连,87.23229,郑州,87.73215,长春,81.94287,南宁,79.09393,重庆,77.15888,南京,95.0,贵阳,74.73195,杭州,89.53846,昆明,78.575096,成都,83.93017,济南,89.65637,长沙,86.20419,哈尔滨,82.456024,呼和浩特,79.83081,合肥,83.36179
,,2017-03-19,长沙,undefined,武汉,undefined,贵阳,undefined,乌鲁木齐,undefined,昆明,undefined,天津,undefined,杭州,undefined,石家庄,undefined,合肥,undefined,上海,undefined,成都,undefined,深圳,undefined,西安,undefined,兰州,undefined,太原,undefined,重庆,undefined,沈阳,undefined,青岛,undefined,厦门,undefined,南京,undefined,柳州,undefined,长春,undefined,南昌,undefined,郑州,undefined,呼和浩特,undefined,大庆,undefined,北京,undefined
,,2017-03-18,西安,undefined,贵阳,undefined,重庆,undefined,石家庄,undefined,呼和浩特,undefined,武汉,undefined,南京,undefined,昆明,undefined,柳州,undefined,长沙,undefined,青岛,undefined,北京,undefined,沈阳,undefined,南昌,undefined,合肥,undefined,天津,undefined,兰州,undefined,乌鲁木齐,undefined,厦门,undefined,上海,undefined,长春,undefined,成都,undefined,深圳,undefined,郑州,undefined,大庆,undefined,太原,undefined,绍兴,undefined
